divergence_confirmed_time,swing_time,price_at_swing,macd_at_swing,prev_swing_price,prev_swing_macd
2023-11-21 09:00:00,2023-11-21 04:00:00,1.0968520641326904,0.0013278570657828,1.0954102277755735,0.0014610852726262
2023-11-28 07:00:00,2023-11-28 02:00:00,1.096611499786377,0.0005910955464356,1.0961307287216189,0.0009021693309543
2023-12-28 14:00:00,2023-12-28 09:00:00,1.1140819787979126,0.0015474391194763,1.1124708652496338,0.0018048233811553
2024-01-05 20:00:00,2024-01-05 15:00:00,1.0997470617294312,-7.89572570105701e-05,1.0957703590393066,0.0003171665128993
2024-01-11 17:00:00,2024-01-11 12:00:00,1.0992635488510132,0.0006768124365281,1.0991426706314087,0.001012811168978
2024-01-22 22:00:00,2024-01-22 17:00:00,1.090274691581726,7.217748016929981e-05,1.089561939239502,0.000201549524992
2024-02-13 18:00:00,2024-02-13 13:00:00,1.0796804428100586,-0.0005536821592475,1.0788650512695312,-0.0001752446568743
2024-02-16 16:00:00,2024-02-16 11:00:00,1.078283429145813,0.0006323659084006,1.077934741973877,0.0011945206682288
2024-02-27 13:00:00,2024-02-27 08:00:00,1.0868383646011353,0.00049918217583,1.0862481594085691,0.0005630724493503
2024-03-08 18:00:00,2024-03-08 13:00:00,1.097935914993286,0.0006875200398135,1.0958904027938845,0.0016116444958451
2024-03-21 12:00:00,2024-03-21 07:00:00,1.094570875167847,0.0018496307538866,1.0942115783691406,0.0019952217778886
2024-04-05 17:00:00,2024-04-05 12:00:00,1.0849517583847046,-0.00031000606677,1.0781670808792114,0.0005948546272365
2024-04-25 00:00:00,2024-04-24 19:00:00,1.070893168449402,0.0001879314818398,1.0695186853408811,0.0002072939592046
2024-04-30 15:00:00,2024-04-30 10:00:00,1.073767900466919,7.61683570382754e-05,1.073306918144226,0.0001463589546035
2024-05-03 06:00:00,2024-05-03 01:00:00,1.0742292404174805,0.0008840033724257,1.0730764865875244,0.0009909296002221
2024-05-06 17:00:00,2024-05-06 12:00:00,1.0793308019638062,0.000748743813705,1.077470064163208,0.0009602306517906
2024-05-07 18:00:00,2024-05-07 13:00:00,1.0789813995361328,0.000140753914964,1.077934741973877,0.0002253480043483
2024-05-17 12:00:00,2024-05-17 07:00:00,1.087074637413025,-0.0002129431896817,1.0828369855880735,0.0006821770639291
2024-06-05 18:00:00,2024-06-05 13:00:00,1.089205980300903,-7.268894330336728e-05,1.0889687538146973,-4.020130072457384e-05
2024-06-06 17:00:00,2024-06-06 12:00:00,1.0901559591293335,2.280048591107864e-05,1.0897995233535769,0.0001761208741011
2024-06-19 16:00:00,2024-06-19 11:00:00,1.0756157636642456,0.0003496645974543,1.0751532316207886,0.0004792247377241
2024-07-02 18:00:00,2024-07-02 13:00:00,1.074806571006775,-0.0001984915233552,1.0745755434036257,0.0002541726903044
2024-07-05 17:00:00,2024-07-05 12:00:00,1.0843634605407717,0.0007754494556011,1.0818997621536257,0.0012275030692179
2024-07-08 01:00:00,2024-07-05 19:00:00,1.0845986604690552,0.0007205854724288,1.0843634605407717,0.0007754494556011
2024-07-08 18:00:00,2024-07-08 13:00:00,1.0848339796066284,0.0004462052698963,1.0845986604690552,0.0007205854724288
2024-07-15 20:00:00,2024-07-15 15:00:00,1.092418551445007,0.000732776286878,1.0914647579193115,0.0012288614001851
2024-07-29 07:00:00,2024-07-29 02:00:00,1.087311029434204,0.0002483409675604,1.087074637413025,0.0002717047104674
2024-08-09 19:00:00,2024-08-09 14:00:00,1.0933741331100464,-9.042413307902564e-06,1.093135118484497,1.709523501780552e-05
2024-08-20 02:00:00,2024-08-19 21:00:00,1.109139323234558,0.0018063120267386,1.1049723625183103,0.0019115576038042
2024-08-21 05:00:00,2024-08-21 00:00:00,1.1135857105255127,0.0016245192086594,1.109139323234558,0.0018063120267386
2024-08-21 23:00:00,2024-08-21 18:00:00,1.1176930665969849,0.0012064097577879,1.1135857105255127,0.0016245192086594
2024-09-06 17:00:00,2024-09-06 12:00:00,1.1154489517211914,0.000610970182979,1.1122233867645264,0.0008028131519577
2024-09-17 13:00:00,2024-09-17 08:00:00,1.114951491355896,0.0007176349102191,1.113709807395935,0.0011082084779086
2024-09-20 12:00:00,2024-09-20 07:00:00,1.1184431314468384,0.0008097383926441,1.1170687675476074,0.0008730663192486
2024-10-25 17:00:00,2024-10-25 12:00:00,1.0842459201812744,0.0006379644719571,1.0836584568023682,0.0009724168990887
2024-10-31 18:00:00,2024-10-31 13:00:00,1.0890873670578003,0.0007843970440961,1.0874292850494385,0.0013250870018077
2024-11-01 17:00:00,2024-11-01 12:00:00,1.0907504558563232,0.0002286301585687,1.089205980300903,0.0009119046392367
2024-11-26 17:00:00,2024-11-26 12:00:00,1.054741144180298,0.0009450859404482,1.0532968044281006,0.0013172316890723
2024-11-29 12:00:00,2024-11-29 07:00:00,1.0597710609436035,0.0008222669711095,1.058985471725464,0.0022745249650235
2025-01-17 20:00:00,2025-01-17 15:00:00,1.0329511165618896,6.219151455999494e-05,1.031246781349182,0.0003430756582551
2025-01-22 03:00:00,2025-01-21 22:00:00,1.0437324047088623,0.0016854333645384,1.043623447418213,0.0027116217775868
2025-01-27 18:00:00,2025-01-27 13:00:00,1.053518772125244,0.0011801823763182,1.051745891571045,0.0017326197715699
2025-02-14 03:00:00,2025-02-13 22:00:00,1.0481081008911133,0.0017059196824786,1.0441683530807495,0.0017848605281416
2025-02-26 22:00:00,2025-02-26 17:00:00,1.0527424812316897,4.832511090158143e-05,1.051414132118225,0.0003239404356982
2025-03-06 20:00:00,2025-03-06 15:00:00,1.0853049755096436,0.0028295674784817,1.08236825466156,0.0039525475823334
2025-03-07 18:00:00,2025-03-07 13:00:00,1.0889687538146973,0.0018880995779284,1.0853049755096436,0.0028295674784817
2025-03-10 15:00:00,2025-03-10 10:00:00,1.0875475406646729,0.0003705147582713,1.087311029434204,0.0010991860370397
2025-04-09 17:00:00,2025-04-09 12:00:00,1.109385371208191,0.0026313256556937,1.109139323234558,0.0029994855034274
2025-04-22 10:00:00,2025-04-22 05:00:00,1.155001163482666,0.0014259343295359,1.1530035734176636,0.0023283359791408
2025-05-20 12:00:00,2025-05-20 07:00:00,1.1281588077545166,0.0010964376538196,1.1256190538406372,0.00125511336554
2025-05-27 06:00:00,2025-05-27 01:00:00,1.1410315036773682,0.0006639478585541,1.1375269889831543,0.0010360872906693
2025-05-30 06:00:00,2025-05-30 01:00:00,1.139211654663086,0.002064231387169,1.1386927366256714,0.002146296506583
2025-06-13 20:00:00,2025-06-13 15:00:00,1.157139539718628,-0.0003706944175803,1.156203031539917,7.45667446089282e-05
2025-06-20 15:00:00,2025-06-20 10:00:00,1.1538017988204956,0.0011224499357334,1.1535356044769287,0.0011605447512581
2025-06-22 23:00:00,2025-06-20 17:00:00,1.1547343730926514,0.0009009659687453,1.1538017988204956,0.0011224499357334
2025-06-24 19:00:00,2025-06-24 14:00:00,1.1641442775726318,0.0017712070880446,1.162520408630371,0.0025986483832736
2025-06-27 18:00:00,2025-06-27 13:00:00,1.1752262115478516,0.0009622692113253,1.1742602586746216,0.0021273115150282
2025-07-01 14:00:00,2025-07-01 09:00:00,1.1831519603729248,0.0016705499499354,1.1809163093566897,0.0018625579714657
2025-07-23 12:00:00,2025-07-23 07:00:00,1.175364375114441,0.0010309852145675,1.1719207763671875,0.0015672373338055
2025-07-24 19:00:00,2025-07-24 14:00:00,1.1791062355041504,0.0002819428321856,1.175364375114441,0.0010309852145675
2025-08-07 13:00:00,2025-08-07 08:00:00,1.1701380014419556,0.0021043178121142,1.1671334505081177,0.0021725365401326
2025-09-09 10:00:00,2025-09-09 05:00:00,1.178272724151611,0.0014168188284098,1.1763322353363037,0.0023220622451014
2025-09-17 23:00:00,2025-09-17 18:00:00,1.1918951272964478,0.0004234834123453,1.1876484155654907,0.002627392077763
2025-09-24 03:00:00,2025-09-23 22:00:00,1.1823126077651978,0.0007089138829468,1.1814744472503662,0.0007939852318725
2025-09-30 13:00:00,2025-09-30 08:00:00,1.1761938333511353,0.0006261303593981,1.1756407022476196,0.0010951346222385
2025-10-01 12:00:00,2025-10-01 07:00:00,1.178133845329285,0.0005315521586386,1.1764705181121826,0.0006372356855453
2025-10-27 17:00:00,2025-10-27 12:00:00,1.1653653383255005,0.0005528110892196,1.1650937795639038,0.0006093503410011
2025-10-28 22:00:00,2025-10-28 17:00:00,1.1671334505081177,0.0004663171544321,1.1653653383255005,0.0005528110892196
2025-11-12 21:00:00,2025-11-12 16:00:00,1.160092830657959,0.0001918332394896,1.159151554107666,0.0002446014670627
2025-11-14 18:00:00,2025-11-14 13:00:00,1.1656370162963867,0.0004492745167758,1.165229558944702,0.0009274144727451
2025-11-26 21:00:00,2025-11-26 16:00:00,1.1603620052337646,0.0006728035985588,1.1599582433700562,0.0013317042515923
2025-11-28 20:00:00,2025-11-28 15:00:00,1.161035656929016,-0.000211693838652,1.160496711730957,0.0002576757708092
2025-12-04 14:00:00,2025-12-04 09:00:00,1.168770432472229,0.0006431927086252,1.1680878400802612,0.0012445863589272
2025-12-15 00:00:00,2025-12-12 18:00:00,1.175364375114441,0.0004926217408374,1.1746740341186523,0.0009758497075136
2025-12-18 18:00:00,2025-12-18 13:00:00,1.1763322353363037,-0.0003090951227835,1.1752262115478516,2.7181491272898484e-05
2025-12-24 03:00:00,2025-12-23 22:00:00,1.1816140413284302,0.0008515424514967,1.180498123168945,0.0013579153023239
2025-12-26 01:00:00,2025-12-25 07:00:00,1.1798018217086792,-0.0001407670658077,1.179523468017578,-8.193840550285714e-05
2025-12-26 18:00:00,2025-12-26 13:00:00,1.179940938949585,-7.01018256190622e-05,1.179662585258484,8.513336918580805e-05
2025-12-29 13:00:00,2025-12-29 08:00:00,1.1792453527450562,-0.0001539705912649,1.1789672374725342,-0.0001021463333101
2026-01-21 18:00:00,2026-01-21 13:00:00,1.1745359897613523,0.0006883595293112,1.1737089157104492,0.0016196157595882
2026-01-26 21:00:00,2026-01-26 16:00:00,1.190617918968201,0.0025609702090072,1.187930703163147,0.003201573843975
2026-02-10 19:00:00,2026-02-10 14:00:00,1.1930327415466309,0.0008656004952833,1.1928904056549072,0.0024886815051461
