swing_type,swing_time,swing_price,confirmed_time
LOW,2024-10-16 20:00:00+01:00,1.0856584310531616,2024-10-17 01:00:00+01:00
LOW,2024-10-17 14:00:00+01:00,1.081548810005188,2024-10-17 19:00:00+01:00
HIGH,2024-10-22 08:00:00+01:00,1.0840108394622803,2024-10-22 13:00:00+01:00
HIGH,2024-10-23 06:00:00+01:00,1.080964207649231,2024-10-23 11:00:00+01:00
LOW,2024-10-23 13:00:00+01:00,1.0765421390533447,2024-10-23 18:00:00+01:00
LOW,2024-10-24 08:00:00+01:00,1.0773539543151855,2024-10-24 13:00:00+01:00
HIGH,2024-10-24 22:00:00+01:00,1.0836584568023682,2024-10-25 03:00:00+01:00
HIGH,2024-10-25 13:00:00+01:00,1.0842459201812744,2024-10-25 18:00:00+01:00
LOW,2024-10-28 05:00:00+00:00,1.078515887260437,2024-10-28 10:00:00+00:00
HIGH,2024-10-28 14:00:00+00:00,1.0829542875289917,2024-10-28 19:00:00+00:00
LOW,2024-10-28 21:00:00+00:00,1.0810810327529907,2024-10-29 02:00:00+00:00
HIGH,2024-10-29 09:00:00+00:00,1.0829542875289917,2024-10-29 14:00:00+00:00
LOW,2024-10-29 13:00:00+00:00,1.0772379636764526,2024-10-29 18:00:00+00:00
LOW,2024-10-30 12:00:00+00:00,1.0813149213790894,2024-10-30 17:00:00+00:00
HIGH,2024-10-30 18:00:00+00:00,1.0874292850494385,2024-10-30 23:00:00+00:00
LOW,2024-10-31 01:00:00+00:00,1.0847163200378418,2024-10-31 06:00:00+00:00
HIGH,2024-10-31 13:00:00+00:00,1.0890873670578003,2024-10-31 18:00:00+00:00
LOW,2024-10-31 15:00:00+00:00,1.0850694179534912,2024-10-31 20:00:00+00:00
HIGH,2024-11-01 01:00:00+00:00,1.0892059803009033,2024-11-01 06:00:00+00:00
HIGH,2024-11-01 12:00:00+00:00,1.0907504558563232,2024-11-01 17:00:00+00:00
LOW,2024-11-01 20:00:00+00:00,1.0834236145019531,2024-11-04 02:00:00+00:00
HIGH,2024-11-04 03:00:00+00:00,1.0907504558563232,2024-11-04 08:00:00+00:00
LOW,2024-11-05 01:00:00+00:00,1.0875475406646729,2024-11-05 06:00:00+00:00
LOW,2024-11-06 13:00:00+00:00,1.0686043500900269,2024-11-06 18:00:00+00:00
HIGH,2024-11-06 18:00:00+00:00,1.0760787725448608,2024-11-06 23:00:00+00:00
LOW,2024-11-07 01:00:00+00:00,1.0715816020965576,2024-11-07 06:00:00+00:00
HIGH,2024-11-07 15:00:00+00:00,1.0829542875289917,2024-11-07 20:00:00+00:00
LOW,2024-11-07 19:00:00+00:00,1.07758629322052,2024-11-08 00:00:00+00:00
HIGH,2024-11-08 11:00:00+00:00,1.07991361618042,2024-11-08 16:00:00+00:00
LOW,2024-11-08 17:00:00+00:00,1.0690613985061646,2024-11-08 22:00:00+00:00
HIGH,2024-11-11 01:00:00+00:00,1.0730764865875244,2024-11-11 06:00:00+00:00
LOW,2024-11-11 14:00:00+00:00,1.063490390777588,2024-11-11 19:00:00+00:00
HIGH,2024-11-12 00:00:00+00:00,1.0667804479599,2024-11-12 05:00:00+00:00
LOW,2024-11-12 17:00:00+00:00,1.0597710609436035,2024-11-12 22:00:00+00:00
LOW,2024-11-13 08:00:00+00:00,1.05988347530365,2024-11-13 13:00:00+00:00
HIGH,2024-11-13 13:00:00+00:00,1.0654165744781494,2024-11-13 18:00:00+00:00
HIGH,2024-11-14 08:00:00+00:00,1.0559661388397217,2024-11-14 13:00:00+00:00
LOW,2024-11-14 11:00:00+00:00,1.0503098964691162,2024-11-14 16:00:00+00:00
HIGH,2024-11-14 16:00:00+00:00,1.0582010746002197,2024-11-14 21:00:00+00:00
LOW,2024-11-14 20:00:00+00:00,1.0515247583389282,2024-11-15 01:00:00+00:00
HIGH,2024-11-15 13:00:00+00:00,1.0590976476669312,2024-11-15 18:00:00+00:00
LOW,2024-11-15 14:00:00+00:00,1.0528532266616821,2024-11-15 19:00:00+00:00
LOW,2024-11-15 20:00:00+00:00,1.0520778894424438,2024-11-18 02:00:00+00:00
LOW,2024-11-18 11:00:00+00:00,1.0535187721252441,2024-11-18 16:00:00+00:00
HIGH,2024-11-18 19:00:00+00:00,1.0610079765319824,2024-11-19 00:00:00+00:00
LOW,2024-11-19 09:00:00+00:00,1.0529640913009644,2024-11-19 14:00:00+00:00
HIGH,2024-11-19 15:00:00+00:00,1.06022047996521,2024-11-19 20:00:00+00:00
HIGH,2024-11-20 00:00:00+00:00,1.0612331628799438,2024-11-20 05:00:00+00:00
LOW,2024-11-20 16:00:00+00:00,1.0510826110839844,2024-11-20 21:00:00+00:00
LOW,2024-11-21 09:00:00+00:00,1.0516352653503418,2024-11-21 14:00:00+00:00
